id,product,territory,title,headline,ratio,url,qa
GPS-084,LandAirSea 54,Everyday,The driveway pause,A little more certain before you leave.,4:5,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001750_0288e624-145c-4dac-9eb2-ab1bec4d7c20.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-085,LandAirSea 54,Product,Precision closeup,Meet the small thing behind the big exhale.,4:5,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001755_cd50287b-4f9e-4f63-8ec0-50f8bc60976a.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-086,LandAirSea 54,Business,The little fleet,The day's work. Within reach.,4:5,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001755_1f12bb8a-8d30-45ea-8ad7-e4f9f356ed08.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-087,LandAirSea 54,Everyday,Time back,Spend the afternoon doing something else.,4:5,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001755_747a1e55-d623-45a2-9b6b-8cdfae64bf7d.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-088,LandAirSea 54,Weekend,The open road,Take the long way.,4:5,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001755_2bd4e6b4-d826-46a7-a7ce-e1415beadbef.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-089,LandAirSea 54,Ownership,The inherited classic,Some things can't be replaced.,4:5,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001756_9471c0a1-3248-4676-9d23-bcbbfdc38ab4.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-090,LandAirSea 54,Business,The case that earns,Keep tabs on what keeps you working.,4:5,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001756_d341defe-9d76-4d89-950f-a460f8a9bcaf.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-091,LandAirSea 54,Everyday,The decision moment,You don't have to wait for a reason.,9:16,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001801_8d8db6ea-a97d-4a78-a22b-a36f5201937e.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-092,LandAirSea 54,Weekend,Backyard adventure,For everything you'd go back for.,9:16,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001801_089a1c49-17f1-40b2-b0e4-df4c76f3fe6c.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-093,LandAirSea 54,Ownership,Objects with a story,It's never just stuff.,9:16,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001801_87027c81-00e8-4f40-86ab-a7bf9620b977.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-094,LandAirSea 54,Business,The workday close,Close up with a little more confidence.,9:16,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001801_0c08bda4-f4cc-4bbe-8dba-02ae464eaf7e.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-095,LandAirSea 54,Everyday,The reassuring routine,Peace of mind is a habit.,9:16,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001801_b78d8a22-361a-42ae-bc2c-bb17925a2a58.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-096,LandAirSea 54,Product,Graphic geometry,"A better feeling, in a small package.",1:1,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001801_1cef8fb7-0d6b-491f-b60a-7b9420bb80d8.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-097,LandAirSea 54,Ownership,Hands on ownership,Know the thing you love is connected.,1:1,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001805_a657f6d2-f432-4736-82f5-388a5fe0228e.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-098,LandAirSea 54,Business,Early shift,One less loose end.,1:1,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001805_959e1354-cc80-4a0f-889c-45510c490b1e.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-099,LandAirSea 54,Weekend,The quiet morning,The point is to enjoy being here.,1:1,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001805_65746db3-4799-49b4-b92d-24bea3a471ac.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
GPS-100,LandAirSea 54,Product,The hero object,Go live. Keep connected.,1:1,https://d8j0ntlcm91z4.cloudfront.net/user_38T4RlRN8cgZrEnF4mWQOOHoUz7/hf_20260917_001806_e0568a37-b921-4cc9-b99d-c2d47e01e17e.png,Concept image; generated from supplied product reference. Final branding and physical proportions require review before campaign use.
